node,parent,length,phylum
n179,n178,0.1697832050456283,Proteobacteria (N=2474)
n180,n178,0.20785110384470878,Proteobacteria (N=2474)
n181,n173,0.06814536414113027,Proteobacteria (N=2474)
n182,n181,0.15351879250839479,Proteobacteria (N=2474)
n183,n182,0.17405489917734598,Proteobacteria (N=2474)
n184,n182,0.1509710869022324,Proteobacteria (N=2474)
n185,n184,0.1604929203156872,Proteobacteria (N=2474)
n186,n184,0.07285495462741885,Proteobacteria (N=2474)
n187,n186,0.14250253122375234,Proteobacteria (N=2474)
n188,n186,0.07336952382758163,Proteobacteria (N=2474)
n189,n181,0.11888591724677869,Proteobacteria (N=2474)
n190,n189,0.1290726045776463,Proteobacteria (N=2474)
n191,n190,0.20923446966093148,Proteobacteria (N=2474)
n192,n190,0.20025305041299926,Proteobacteria (N=2474)
n193,n189,0.16675681629119493,Proteobacteria (N=2474)
n194,n193,0.09787217866072455,Proteobacteria (N=2474)
n195,n194,0.055228306496473006,Proteobacteria (N=2474)
n196,n194,0.09049300203348978,Proteobacteria (N=2474)
n197,n193,0.08019102795660954,Proteobacteria (N=2474)
n198,n172,0.1445547213112061,Proteobacteria (N=2474)
n199,n198,0.21694690443330286,Proteobacteria (N=2474)
n200,n199,0.053851240550156644,Proteobacteria (N=2474)
n201,n199,0.09943306304344166,Proteobacteria (N=2474)
n202,n198,0.16329287241383633,Proteobacteria (N=2474)
n203,n202,0.09200413003092489,Proteobacteria (N=2474)
n204,n203,0.08020619259708531,Proteobacteria (N=2474)
n205,n203,0.0952387443133124,Proteobacteria (N=2474)
n206,n202,0.1539412960656659,Proteobacteria (N=2474)
n207,n206,0.0954955604694272,Proteobacteria (N=2474)
n208,n207,0.08075942902976968,Proteobacteria (N=2474)
n209,n207,0.0749978411877242,Proteobacteria (N=2474)
n210,n206,0.21783867111540697,Proteobacteria (N=2474)
n211,n171,0.04055949638799623,Proteobacteria (N=2474)
n212,n211,0.10224626075977614,Proteobacteria (N=2474)
n213,n212,0.08368134227427815,Proteobacteria (N=2474)
n214,n213,0.1826237194744231,Proteobacteria (N=2474)
n215,n214,0.06092878737118616,Proteobacteria (N=2474)
n216,n214,0.056056560265999325,Proteobacteria (N=2474)
n217,n216,0.09797284350761189,Proteobacteria (N=2474)
n218,n216,0.1070126282387477,Proteobacteria (N=2474)
n219,n213,0.16166464623794424,Proteobacteria (N=2474)
n220,n219,0.0827648897833051,Proteobacteria (N=2474)
n221,n220,0.17328883008849405,Proteobacteria (N=2474)
n222,n220,0.07100934786310541,Proteobacteria (N=2474)
n223,n219,0.15848917719720504,Proteobacteria (N=2474)
n224,n223,0.11760921345489925,Proteobacteria (N=2474)
n225,n223,0.06364632523632299,Proteobacteria (N=2474)
n226,n225,0.15957128715709626,Proteobacteria (N=2474)
n227,n225,0.16249191280340144,Proteobacteria (N=2474)
n228,n212,0.15717968029973986,Proteobacteria (N=2474)
n229,n228,0.16356534504211503,Proteobacteria (N=2474)
n230,n229,0.15827665043833675,Proteobacteria (N=2474)
n231,n229,0.09304385426996487,Proteobacteria (N=2474)
n232,n231,0.12828841590304088,Proteobacteria (N=2474)
n233,n232,0.10889123664491696,Proteobacteria (N=2474)
n234,n232,0.04134869780435763,Proteobacteria (N=2474)
n235,n231,0.07072651179681771,Proteobacteria (N=2474)
n236,n228,0.058081617730768545,Proteobacteria (N=2474)
n237,n236,0.09561840175046071,Proteobacteria (N=2474)
n238,n236,0.07155294116467263,Proteobacteria (N=2474)
n239,n238,0.1820115863379468,Proteobacteria (N=2474)
n240,n238,0.09773914482360026,Proteobacteria (N=2474)
n241,n211,0.2161797398633952,Proteobacteria (N=2474)
n242,n241,0.05446867774176669,Proteobacteria (N=2474)
n243,n242,0.19752225264205384,Proteobacteria (N=2474)
n244,n243,0.12333346376033702,Proteobacteria (N=2474)
n245,n243,0.11934121869375523,Proteobacteria (N=2474)
n246,n242,0.19973292158363032,Proteobacteria (N=2474)
n247,n246,0.05647700511332462,Proteobacteria (N=2474)
n248,n246,0.16489214733001278,Proteobacteria (N=2474)
n249,n241,0.11421291157394697,Proteobacteria (N=2474)
n250,n249,0.20321479693091857,Proteobacteria (N=2474)
n251,n250,0.048617881552099514,Proteobacteria (N=2474)
n252,n250,0.10515283572965767,Proteobacteria (N=2474)
n253,n252,0.10546487454170944,Proteobacteria (N=2474)
n254,n252,0.17047980382270755,Proteobacteria (N=2474)
n255,n249,0.18591897520463171,Proteobacteria (N=2474)
n256,n255,0.2170249905222043,Proteobacteria (N=2474)
n257,n255,0.16313656081909586,Proteobacteria (N=2474)
n258,n257,0.07508258808226329,Proteobacteria (N=2474)
n259,n258,0.06320108395103384,Proteobacteria (N=2474)
n260,n258,0.1600708312998809,Proteobacteria (N=2474)
n261,n257,0.21359246737515483,Proteobacteria (N=2474)
n262,n170,0.07752262741819309,Proteobacteria (N=2474)
n263,n262,0.206823344567594,Proteobacteria (N=2474)
n264,n263,0.08566732428352943,Proteobacteria (N=2474)
n265,n264,0.1647453292463838,Proteobacteria (N=2474)
n266,n264,0.12083639691044797,Proteobacteria (N=2474)
n267,n266,0.21638887516036548,Proteobacteria (N=2474)
n268,n266,0.16382673422130628,Proteobacteria (N=2474)
n269,n268,0.07806074569033056,Proteobacteria (N=2474)
n270,n268,0.04406454599139065,Proteobacteria (N=2474)
n271,n263,0.054601437893745254,Proteobacteria (N=2474)
n272,n271,0.1619240034569289,Proteobacteria (N=2474)
n273,n272,0.05554842898864165,Proteobacteria (N=2474)
n274,n273,0.2092881039819675,Proteobacteria (N=2474)
n275,n273,0.18512330922074005,Proteobacteria (N=2474)
n276,n272,0.13869960571562556,Proteobacteria (N=2474)
n277,n276,0.15506582109549136,Proteobacteria (N=2474)
n278,n276,0.170532437546178,Proteobacteria (N=2474)
n279,n271,0.10979589140398113,Proteobacteria (N=2474)
n280,n279,0.12038169503051616,Proteobacteria (N=2474)
n281,n280,0.08409778283563547,Proteobacteria (N=2474)
n282,n280,0.19396934662001653,Proteobacteria (N=2474)
n283,n279,0.10444910383739132,Proteobacteria (N=2474)
n284,n262,0.14757281522939825,Proteobacteria (N=2474)
n285,n284,0.060975770796105146,Proteobacteria (N=2474)
n286,n285,0.1821885554130582,Proteobacteria (N=2474)
n287,n286,0.10806768442477818,Proteobacteria (N=2474)
n288,n287,0.12239760128730744,Proteobacteria (N=2474)
n289,n287,0.08743228254923423,Proteobacteria (N=2474)
n290,n286,0.16846861493767745,Proteobacteria (N=2474)
n291,n290,0.10198292199195479,Proteobacteria (N=2474)
n292,n290,0.05548122786772889,Proteobacteria (N=2474)
n293,n285,0.13296872161948983,Proteobacteria (N=2474)
n294,n293,0.09354965621468472,Proteobacteria (N=2474)
n295,n294,0.16763058233718034,Proteobacteria (N=2474)
n296,n295,0.15836336692011616,Proteobacteria (N=2474)
n297,n295,0.0442268026909915,Proteobacteria (N=2474)
n298,n294,0.16130395669977035,Proteobacteria (N=2474)
n299,n298,0.19658243376385393,Proteobacteria (N=2474)
n300,n298,0.10279300426621114,Proteobacteria (N=2474)
n301,n293,0.11542509683354824,Proteobacteria (N=2474)
n302,n301,0.12936105193101846,Proteobacteria (N=2474)
n303,n302,0.12882437899013058,Proteobacteria (N=2474)
n304,n302,0.1929022379061868,Proteobacteria (N=2474)
n305,n301,0.08539584275314588,Proteobacteria (N=2474)
n306,n305,0.16351843634149943,Proteobacteria (N=2474)
n307,n305,0.042185119857558746,Proteobacteria (N=2474)
n308,n284,0.1672341223940433,Proteobacteria (N=2474)
n309,n308,0.2155322162662275,Proteobacteria (N=2474)
n310,n309,0.14150432711602753,Proteobacteria (N=2474)
n311,n309,0.04958768238000468,Proteobacteria (N=2474)
n312,n311,0.14669089422428713,Proteobacteria (N=2474)
n313,n311,0.06381929936069267,Proteobacteria (N=2474)
n314,n313,0.17078235819626114,Proteobacteria (N=2474)
n315,n313,0.05432064858659788,Proteobacteria (N=2474)
n316,n308,0.19910884351047448,Proteobacteria (N=2474)
n317,n316,0.1286062158122523,Proteobacteria (N=2474)
n318,n317,0.11420517200693339,Proteobacteria (N=2474)
n319,n317,0.12934681303696666,Proteobacteria (N=2474)
n320,n316,0.13987249466261814,Proteobacteria (N=2474)
n321,n320,0.050215658826176846,Proteobacteria (N=2474)
n322,n321,0.21558484702208644,Proteobacteria (N=2474)
n323,n321,0.21763207196958267,Proteobacteria (N=2474)
n324,n320,0.20170091879632063,Proteobacteria (N=2474)
n325,n324,0.13194070547942663,Proteobacteria (N=2474)
n326,n324,0.16730549768504346,Proteobacteria (N=2474)
n327,n51,0.13815810705250947,Proteobacteria (N=2474)
n328,n327,0.07648786031513316,Proteobacteria (N=2474)
n329,n328,0.11392355248505366,Proteobacteria (N=2474)
n330,n329,0.09364260567802625,Proteobacteria (N=2474)
n331,n330,0.05175291529872456,Proteobacteria (N=2474)
n332,n331,0.0960909821972575,Proteobacteria (N=2474)
n333,n331,0.04373475995759302,Proteobacteria (N=2474)
n334,n333,0.14323731562041064,Proteobacteria (N=2474)
n335,n333,0.05067162899567115,Proteobacteria (N=2474)
n336,n330,0.21977458004612985,Proteobacteria (N=2474)
n337,n336,0.1170885667878482,Proteobacteria (N=2474)
n338,n337,0.15839073182365612,Proteobacteria (N=2474)
n339,n338,0.055576847608197914,Proteobacteria (N=2474)
n340,n338,0.17748852679001065,Proteobacteria (N=2474)
n341,n337,0.17748944811234238,Proteobacteria (N=2474)
n342,n336,0.0549388831450426,Proteobacteria (N=2474)
n343,n342,0.04907185013772799,Proteobacteria (N=2474)
n344,n342,0.06463587090450577,Proteobacteria (N=2474)
n345,n344,0.13703912889235162,Proteobacteria (N=2474)
n346,n345,0.05881119307492296,Proteobacteria (N=2474)
n347,n345,0.21776138978847662,Proteobacteria (N=2474)
n348,n344,0.10846952638494559,Proteobacteria (N=2474)
n349,n329,0.21382544827346409,Proteobacteria (N=2474)
n350,n349,0.11829194946275345,Proteobacteria (N=2474)
n351,n350,0.1988865998683236,Proteobacteria (N=2474)
n352,n351,0.21738784828269164,Proteobacteria (N=2474)
n353,n352,0.06342715982174875,Proteobacteria (N=2474)
n354,n352,0.14457655457039006,Proteobacteria (N=2474)
n355,n354,0.16719160570283242,Proteobacteria (N=2474)
n356,n354,0.12674131405482233,Proteobacteria (N=2474)
n357,n351,0.17424276348977488,Proteobacteria (N=2474)
n358,n357,0.19023315130678503,Proteobacteria (N=2474)
n359,n357,0.06008231797369634,Proteobacteria (N=2474)
n360,n350,0.19069318449604622,Proteobacteria (N=2474)
n361,n360,0.12936740830263882,Proteobacteria (N=2474)
n362,n360,0.0774748607744824,Proteobacteria (N=2474)
n363,n362,0.08420995756723744,Proteobacteria (N=2474)
n364,n362,0.0638033788180194,Proteobacteria (N=2474)
n365,n349,0.04562668281076887,Proteobacteria (N=2474)
n366,n365,0.19884372592980235,Proteobacteria (N=2474)
n367,n366,0.13421000527822735,Proteobacteria (N=2474)
n368,n366,0.18472441997301275,Proteobacteria (N=2474)
n369,n368,0.14349392476079725,Proteobacteria (N=2474)
n370,n369,0.06536582692985306,Proteobacteria (N=2474)
n371,n369,0.0976335907015394,Proteobacteria (N=2474)
n372,n368,0.052237965095937415,Proteobacteria (N=2474)
n373,n365,0.07254584867335347,Proteobacteria (N=2474)
n374,n373,0.13770114540257783,Proteobacteria (N=2474)
n375,n374,0.13904908343984934,Proteobacteria (N=2474)
n376,n374,0.2141886994491786,Proteobacteria (N=2474)
n377,n373,0.10889404837155238,Proteobacteria (N=2474)
n378,n377,0.1123751099461044,Proteobacteria (N=2474)
n379,n378,0.1792586644364413,Proteobacteria (N=2474)
n380,n379,0.10477200063556363,Proteobacteria (N=2474)
n381,n379,0.10439076882038566,Proteobacteria (N=2474)
n382,n378,0.20556168223884813,Proteobacteria (N=2474)
n383,n382,0.21664222180209272,Proteobacteria (N=2474)
n384,n382,0.057104926439219,Proteobacteria (N=2474)
n385,n377,0.20870026982779885,Proteobacteria (N=2474)
n386,n385,0.20746324405604252,Proteobacteria (N=2474)
n387,n385,0.15203129549204003,Proteobacteria (N=2474)
n388,n328,0.1072410523887394,Proteobacteria (N=2474)
n389,n388,0.059604527935818157,Proteobacteria (N=2474)
n390,n389,0.10842066258256362,Proteobacteria (N=2474)
n391,n390,0.11355104253001996,Proteobacteria (N=2474)
n392,n391,0.13971313203338231,Proteobacteria (N=2474)
n393,n392,0.08648805664983794,Proteobacteria (N=2474)
n394,n392,0.1872390700118196,Proteobacteria (N=2474)
n395,n391,0.10739919580041832,Proteobacteria (N=2474)
n396,n395,0.1676898658866713,Proteobacteria (N=2474)
n397,n395,0.09305507763669635,Proteobacteria (N=2474)
n398,n390,0.12584762019481083,Proteobacteria (N=2474)
n399,n398,0.21468172741596583,Proteobacteria (N=2474)
n400,n398,0.17351761783389924,Proteobacteria (N=2474)
n401,n389,0.08907243875361238,Proteobacteria (N=2474)
n402,n401,0.05451632718904833,Proteobacteria (N=2474)
n403,n402,0.13893853901399467,Proteobacteria (N=2474)
n404,n403,0.13984217835405297,Proteobacteria (N=2474)
n405,n403,0.21254973034079366,Proteobacteria (N=2474)
n406,n402,0.2177057808808684,Proteobacteria (N=2474)
n407,n406,0.1893401221716159,Proteobacteria (N=2474)
n408,n406,0.19422365727403282,Proteobacteria (N=2474)
n409,n401,0.10960760052368174,Proteobacteria (N=2474)
n410,n409,0.04999267442422524,Proteobacteria (N=2474)
n411,n410,0.05301056344042619,Proteobacteria (N=2474)
n412,n410,0.05475722670858746,Proteobacteria (N=2474)
n413,n412,0.15952074153375762,Proteobacteria (N=2474)
n414,n412,0.12810950518518716,Proteobacteria (N=2474)
n415,n409,0.2101352885413658,Proteobacteria (N=2474)
n416,n415,0.08951277725265394,Proteobacteria (N=2474)
n417,n415,0.11818152966480738,Proteobacteria (N=2474)
n418,n417,0.054173030457842414,Proteobacteria (N=2474)
n419,n418,0.07961811994757355,Proteobacteria (N=2474)
n420,n418,0.14183032376015506,Proteobacteria (N=2474)
n421,n417,0.21156599629838957,Proteobacteria (N=2474)
n422,n388,0.05691545707187657,Proteobacteria (N=2474)
n423,n422,0.1604568150775267,Proteobacteria (N=2474)
n424,n423,0.09020482499865605,Proteobacteria (N=2474)
n425,n424,0.1978440523474065,Proteobacteria (N=2474)
n426,n424,0.207931990636263,Proteobacteria (N=2474)
n427,n423,0.05482336577536878,Proteobacteria (N=2474)
n428,n422,0.13817883689563015,Proteobacteria (N=2474)
n429,n428,0.12722230546692145,Proteobacteria (N=2474)
n430,n429,0.08813443664264001,Proteobacteria (N=2474)
n431,n429,0.18307491302083592,Proteobacteria (N=2474)
n432,n431,0.07023140098823742,Proteobacteria (N=2474)
n433,n432,0.08312152615192404,Proteobacteria (N=2474)
n434,n432,0.1710951461238981,Proteobacteria (N=2474)
n435,n431,0.17674833464387202,Proteobacteria (N=2474)
n436,n435,0.04302600696439854,Proteobacteria (N=2474)
n437,n435,0.15849864971673017,Proteobacteria (N=2474)
n438,n428,0.16446076937541976,Proteobacteria (N=2474)
n439,n438,0.0807450143912421,Proteobacteria (N=2474)
n440,n439,0.16004895705290836,Proteobacteria (N=2474)
n441,n439,0.1499834445510659,Proteobacteria (N=2474)
n442,n438,0.16406392901576605,Proteobacteria (N=2474)
n443,n327,0.07577522927550867,Proteobacteria (N=2474)
n444,n443,0.09806180954523261,Proteobacteria (N=2474)
n445,n444,0.06693804757661413,Proteobacteria (N=2474)
n446,n445,0.08714762914503922,Proteobacteria (N=2474)
n447,n446,0.09453962620973239,Proteobacteria (N=2474)
n448,n447,0.11620341847168678,Proteobacteria (N=2474)
n449,n447,0.11288468440900223,Proteobacteria (N=2474)
n450,n449,0.08625156468406212,Proteobacteria (N=2474)
n451,n449,0.06333483847774186,Proteobacteria (N=2474)
n452,n446,0.054772794536245686,Proteobacteria (N=2474)
n453,n452,0.10462239288337069,Proteobacteria (N=2474)
n454,n452,0.16205674153762048,Proteobacteria (N=2474)
n455,n445,0.06793391408718519,Proteobacteria (N=2474)
n456,n455,0.13305990454426123,Proteobacteria (N=2474)
n457,n455,0.162335745739588,Proteobacteria (N=2474)
n458,n457,0.1997559739108181,Proteobacteria (N=2474)
n459,n457,0.1422951474245174,Proteobacteria (N=2474)
n460,n444,0.13671029758008643,Proteobacteria (N=2474)
n461,n460,0.20875325095718286,Proteobacteria (N=2474)
n462,n461,0.044467468221342246,Proteobacteria (N=2474)
n463,n462,0.1381844573405689,Proteobacteria (N=2474)
n464,n462,0.18638363816798004,Proteobacteria (N=2474)
n465,n461,0.06634975113716236,Proteobacteria (N=2474)
n466,n465,0.042403348823242086,Proteobacteria (N=2474)
n467,n465,0.2049619959542128,Proteobacteria (N=2474)
n468,n467,0.10405956407919105,Proteobacteria (N=2474)
n469,n468,0.2113147310279048,Proteobacteria (N=2474)
n470,n468,0.1918923900804997,Proteobacteria (N=2474)
n471,n467,0.056231200058684434,Proteobacteria (N=2474)
n472,n471,0.09686207809360413,Proteobacteria (N=2474)
n473,n471,0.10231116933866265,Proteobacteria (N=2474)
n474,n460,0.1091746462326409,Proteobacteria (N=2474)
n475,n474,0.11687645648052497,Proteobacteria (N=2474)
n476,n475,0.20024727068259904,Proteobacteria (N=2474)
n477,n475,0.203999032675614,Proteobacteria (N=2474)
n478,n477,0.07347932503604548,Proteobacteria (N=2474)
n479,n477,0.2071770395741533,Proteobacteria (N=2474)
n480,n474,0.12367905518511245,Proteobacteria (N=2474)
n481,n480,0.10975559805842075,Proteobacteria (N=2474)
n482,n481,0.2092302645253046,Proteobacteria (N=2474)
n483,n481,0.08432785258951232,Proteobacteria (N=2474)
n484,n480,0.146615216691267,Proteobacteria (N=2474)
n485,n484,0.16047985252844102,Proteobacteria (N=2474)
n486,n484,0.14461433097710147,Proteobacteria (N=2474)
n487,n443,0.09556540640362782,Proteobacteria (N=2474)
n488,n487,0.09431361480853412,Proteobacteria (N=2474)
n489,n488,0.2136902911410614,Proteobacteria (N=2474)
n490,n489,0.1655759586223095,Proteobacteria (N=2474)
n491,n490,0.14300845846595464,Proteobacteria (N=2474)
n492,n491,0.07513005963436213,Proteobacteria (N=2474)
n493,n492,0.08476124332113354,Proteobacteria (N=2474)
n494,n492,0.19239302826147792,Proteobacteria (N=2474)
n495,n491,0.1370312659972597,Proteobacteria (N=2474)
n496,n490,0.06886044022931988,Proteobacteria (N=2474)
n497,n496,0.20641962189087168,Proteobacteria (N=2474)
n498,n496,0.1436331570035025,Proteobacteria (N=2474)
n499,n489,0.04439543544231764,Proteobacteria (N=2474)
n500,n499,0.06559343688036652,Proteobacteria (N=2474)
