panel,group,x,density
0,0,3.23086,0.00066
0,0,3.23473,0.00058
0,0,3.23861,0.0005
0,0,3.24248,0.00044
0,0,3.24635,0.00038
0,0,3.25022,0.00033
0,0,3.25409,0.00028
0,0,3.25796,0.00024
0,0,3.26184,0.00021
0,0,3.26571,0.00018
0,0,3.26958,0.00016
0,0,3.27345,0.00013
0,0,3.27732,0.00012
0,0,3.28119,0.0001
0,0,3.28507,9e-05
0,0,3.28894,7e-05
0,0,3.29281,6e-05
0,0,3.29668,5e-05
0,0,3.30055,5e-05
0,0,3.30442,4e-05
0,0,3.3083,3e-05
0,0,3.31217,3e-05
0,0,3.31604,2e-05
0,0,3.31991,2e-05
0,0,3.32378,2e-05
0,0,3.32765,1e-05
0,0,3.33153,1e-05
0,0,3.3354,1e-05
0,0,3.33927,1e-05
0,0,3.34314,1e-05
0,0,3.34701,1e-05
0,0,3.35088,1e-05
0,0,3.35476,0.0
0,0,3.35863,0.0
0,0,3.3625,0.0
0,0,3.36637,0.0
0,0,3.37024,0.0
0,0,3.37412,0.0
0,0,3.37799,0.0
0,0,3.38186,0.0
0,0,3.38573,0.0
0,0,3.3896,0.0
0,0,3.39347,0.0
0,0,3.39735,0.0
0,0,3.40122,0.0
0,0,3.40509,0.0
0,0,3.40896,0.0
0,0,3.41283,0.0
0,0,3.4167,0.0
0,0,3.42058,0.0
0,0,3.42445,0.0
0,0,3.42832,0.0
0,0,3.43219,0.0
0,0,3.43606,0.0
0,0,3.43993,0.0
0,0,3.44381,0.0
0,0,3.44768,0.0
0,0,3.45155,0.0
0,0,3.45542,0.0
0,0,3.45929,0.0
0,0,3.46316,0.0
0,0,3.46704,0.0
0,0,3.47091,0.0
0,0,3.47478,0.0
0,0,3.47865,0.0
0,0,3.48252,0.0
0,0,3.48639,0.0
0,0,3.49027,0.0
0,0,3.49414,0.0
0,0,3.49801,0.0
0,0,3.50188,0.0
0,0,3.50575,0.0
0,0,3.50962,0.0
0,0,3.5135,0.0
0,0,3.51737,0.0
0,0,3.52124,0.0
0,0,3.52511,0.0
0,0,3.52898,0.0
0,0,3.53285,0.0
0,0,3.53673,0.0
0,0,3.5406,0.0
0,0,3.54447,0.0
0,0,3.54834,0.0
0,0,3.55221,0.0
0,0,3.55608,0.0
0,0,3.55996,0.0
0,0,3.56383,0.0
0,0,3.5677,0.0
0,0,3.57157,0.0
0,0,3.57544,0.0
0,0,3.57931,0.0
0,0,3.58319,0.0
0,0,3.58706,0.0
0,0,3.59093,0.0
0,0,3.5948,0.0
0,0,3.59867,0.0
0,0,3.60254,0.0
0,0,3.60642,0.0
0,0,3.61029,0.0
0,0,3.61416,0.0
0,0,3.61803,0.0
0,0,3.6219,0.0
0,0,3.62577,0.0
0,0,3.62965,0.0
0,0,3.63352,0.0
0,0,3.63739,0.0
0,0,3.64126,0.0
0,0,3.64513,0.0
0,0,3.649,0.0
0,0,3.65288,0.0
0,0,3.65675,0.0
0,0,3.66062,0.0
0,0,3.66449,0.0
0,0,3.66836,0.0
0,0,3.67223,0.0
0,0,3.67611,0.0
0,0,3.67998,0.0
0,0,3.68385,0.0
0,0,3.68772,0.0
0,0,3.69159,0.0
0,0,3.69546,0.0
0,0,3.69934,0.0
0,0,3.70321,0.0
0,0,3.70708,0.0
0,0,3.71095,0.0
0,0,3.71482,0.0
0,0,3.71869,0.0
0,0,3.72257,0.0
0,0,3.72644,0.0
0,0,3.73031,0.0
0,0,3.73418,0.0
0,0,3.73805,0.0
0,0,3.74192,0.0
0,0,3.7458,0.0
0,0,3.74967,0.0
0,0,3.75354,0.0
0,0,3.75741,0.0
0,0,3.76128,0.0
0,0,3.76515,0.0
0,0,3.76903,0.0
0,0,3.7729,0.0
0,0,3.77677,0.0
0,0,3.78064,0.0
0,0,3.78451,0.0
0,0,3.78838,0.0
0,0,3.79226,0.0
0,0,3.79613,0.0
0,0,3.8,0.0
0,0,3.80387,0.0
0,0,3.80774,0.0
0,0,3.81162,0.0
0,0,3.81549,0.0
0,0,3.81936,0.0
0,0,3.82323,0.0
0,0,3.8271,0.0
0,0,3.83097,0.0
0,0,3.83485,0.0
0,0,3.83872,0.0
0,0,3.84259,0.0
0,0,3.84646,0.0
0,0,3.85033,0.0
0,0,3.8542,0.0
0,0,3.85808,0.0
0,0,3.86195,0.0
0,0,3.86582,0.0
0,0,3.86969,0.0
0,0,3.87356,0.0
0,0,3.87743,0.0
0,0,3.88131,0.0
0,0,3.88518,0.0
0,0,3.88905,0.0
0,0,3.89292,0.0
0,0,3.89679,0.0
0,0,3.90066,0.0
0,0,3.90454,0.0
0,0,3.90841,0.0
0,0,3.91228,0.0
0,0,3.91615,0.0
0,0,3.92002,0.0
0,0,3.92389,0.0
0,0,3.92777,0.0
0,0,3.93164,0.0
0,0,3.93551,0.0
0,0,3.93938,0.0
0,0,3.94325,0.0
0,0,3.94712,0.0
0,0,3.951,0.0
0,0,3.95487,0.0
0,0,3.95874,0.0
0,0,3.96261,0.0
0,0,3.96648,0.0
0,0,3.97035,0.0
0,0,3.97423,0.0
0,0,3.9781,0.0
0,0,3.98197,0.0
0,0,3.98584,0.0
0,0,3.98971,0.0
0,0,3.99358,0.0
0,0,3.99746,0.0
0,0,4.00133,0.0
0,0,4.0052,0.0
0,0,4.00907,0.0
0,0,4.01294,0.0
0,0,4.01681,0.0
0,0,4.02069,0.0
0,0,4.02456,0.0
0,0,4.02843,0.0
0,0,4.0323,0.0
0,0,4.03617,0.0
0,0,4.04004,0.0
0,0,4.04392,0.0
0,0,4.04779,0.0
0,0,4.05166,0.0
0,0,4.05553,0.0
0,0,4.0594,0.0
0,0,4.06327,0.0
0,0,4.06715,0.0
0,0,4.07102,0.0
0,0,4.07489,0.0
0,0,4.07876,0.0
0,0,4.08263,0.0
0,0,4.0865,0.0
0,0,4.09038,0.0
0,0,4.09425,0.0
0,0,4.09812,0.0
0,0,4.10199,0.0
0,0,4.10586,0.0
0,0,4.10973,0.0
0,0,4.11361,0.0
0,0,4.11748,0.0
0,0,4.12135,0.0
0,0,4.12522,0.0
0,0,4.12909,0.0
0,0,4.13296,0.0
0,0,4.13684,0.0
0,0,4.14071,0.0
0,0,4.14458,0.0
0,0,4.14845,0.0
0,0,4.15232,0.0
0,0,4.15619,0.0
0,0,4.16007,0.0
0,0,4.16394,0.0
0,0,4.16781,0.0
0,0,4.17168,0.0
0,0,4.17555,0.0
0,0,4.17942,0.0
0,0,4.1833,0.0
0,0,4.18717,0.0
0,0,4.19104,0.0
0,0,4.19491,0.0
0,0,4.19878,0.0
0,0,4.20265,0.0
0,0,4.20653,0.0
0,0,4.2104,0.0
0,0,4.21427,0.0
0,0,4.21814,0.0
0,0,4.22201,0.0
0,0,4.22588,0.0
0,0,4.22976,0.0
0,0,4.23363,0.0
0,0,4.2375,0.0
0,0,4.24137,0.0
0,0,4.24524,0.0
0,0,4.24912,0.0
0,0,4.25299,0.0
0,0,4.25686,0.0
0,0,4.26073,0.0
0,0,4.2646,0.0
0,0,4.26847,0.0
0,0,4.27235,0.0
0,0,4.27622,0.0
0,0,4.28009,0.0
0,0,4.28396,0.0
0,0,4.28783,0.0
0,0,4.2917,0.0
0,0,4.29558,0.0
0,0,4.29945,0.0
0,0,4.30332,0.0
0,0,4.30719,0.0
0,0,4.31106,0.0
0,0,4.31493,0.0
0,0,4.31881,0.0
0,0,4.32268,0.0
0,0,4.32655,0.0
0,0,4.33042,0.0
0,0,4.33429,0.0
0,0,4.33816,0.0
0,0,4.34204,0.0
0,0,4.34591,0.0
0,0,4.34978,0.0
0,0,4.35365,0.0
0,0,4.35752,0.0
0,0,4.36139,0.0
0,0,4.36527,0.0
0,0,4.36914,0.0
0,0,4.37301,0.0
0,0,4.37688,0.0
0,0,4.38075,0.0
0,0,4.38462,0.0
0,0,4.3885,0.0
0,0,4.39237,0.0
0,0,4.39624,0.0
0,0,4.40011,0.0
0,0,4.40398,0.0
0,0,4.40785,0.0
0,0,4.41173,0.0
0,0,4.4156,0.0
0,0,4.41947,0.0
0,0,4.42334,0.0
0,0,4.42721,0.0
0,0,4.43108,0.0
0,0,4.43496,0.0
0,0,4.43883,0.0
0,0,4.4427,0.0
0,0,4.44657,0.0
0,0,4.45044,0.0
0,0,4.45431,0.0
0,0,4.45819,0.0
0,0,4.46206,0.0
0,0,4.46593,0.0
0,0,4.4698,0.0
0,0,4.47367,0.0
0,0,4.47754,0.0
0,0,4.48142,0.0
0,0,4.48529,0.0
0,0,4.48916,0.0
0,0,4.49303,0.0
0,0,4.4969,0.0
0,0,4.50077,0.0
0,0,4.50465,0.0
0,0,4.50852,0.0
0,0,4.51239,0.0
0,0,4.51626,0.0
0,0,4.52013,0.0
0,0,4.524,0.0
0,0,4.52788,0.0
0,0,4.53175,0.0
0,0,4.53562,0.0
0,0,4.53949,0.0
0,0,4.54336,0.0
0,0,4.54723,0.0
0,0,4.55111,0.0
0,0,4.55498,0.0
0,0,4.55885,0.0
0,0,4.56272,0.0
0,0,4.56659,0.0
0,0,4.57046,0.0
0,0,4.57434,0.0
0,0,4.57821,0.0
0,0,4.58208,0.0
0,0,4.58595,0.0
0,0,4.58982,0.0
0,0,4.59369,0.0
0,0,4.59757,0.0
0,0,4.60144,0.0
0,0,4.60531,0.0
0,0,4.60918,0.0
0,0,4.61305,0.0
0,0,4.61692,0.0
0,0,4.6208,0.0
0,0,4.62467,0.0
0,0,4.62854,0.0
0,0,4.63241,0.0
0,0,4.63628,0.0
0,0,4.64015,0.0
0,0,4.64403,0.0
0,0,4.6479,0.0
0,0,4.65177,0.0
0,0,4.65564,0.0
0,0,4.65951,0.0
0,0,4.66338,0.0
0,0,4.66726,0.0
0,0,4.67113,0.0
0,0,4.675,0.0
0,0,4.67887,0.0
0,0,4.68274,0.0
0,0,4.68662,0.0
0,0,4.69049,0.0
0,0,4.69436,0.0
0,0,4.69823,0.0
0,0,4.7021,0.0
0,0,4.70597,0.0
0,0,4.70985,0.0
0,0,4.71372,0.0
0,0,4.71759,0.0
0,0,4.72146,0.0
0,0,4.72533,0.0
0,0,4.7292,0.0
0,0,4.73308,0.0
0,0,4.73695,0.0
0,0,4.74082,0.0
0,0,4.74469,0.0
0,0,4.74856,0.0
0,0,4.75243,0.0
0,0,4.75631,0.0
0,0,4.76018,0.0
0,0,4.76405,0.0
0,0,4.76792,0.0
0,0,4.77179,0.0
0,0,4.77566,0.0
0,0,4.77954,0.0
0,0,4.78341,0.0
0,0,4.78728,0.0
0,0,4.79115,0.0
0,0,4.79502,0.0
0,0,4.79889,0.0
0,0,4.80277,0.0
0,0,4.80664,0.0
0,0,4.81051,0.0
0,0,4.81438,0.0
0,0,4.81825,0.0
0,0,4.82212,0.0
0,0,4.826,0.0
0,0,4.82987,0.0
0,0,4.83374,0.0
0,0,4.83761,0.0
0,0,4.84148,0.0
0,0,4.84535,0.0
0,0,4.84923,0.0
0,0,4.8531,0.0
0,0,4.85697,0.0
0,0,4.86084,0.0
0,0,4.86471,0.0
0,0,4.86858,0.0
0,0,4.87246,0.0
0,0,4.87633,0.0
0,0,4.8802,0.0
0,0,4.88407,0.0
0,0,4.88794,0.0
0,0,4.89181,0.0
0,0,4.89569,0.0
0,0,4.89956,0.0
0,0,4.90343,0.0
0,0,4.9073,0.0
0,0,4.91117,0.0
0,0,4.91504,0.0
0,0,4.91892,0.0
0,0,4.92279,0.0
0,0,4.92666,0.0
0,0,4.93053,0.0
0,0,4.9344,0.0
0,0,4.93827,0.0
0,0,4.94215,0.0
0,0,4.94602,0.0
0,0,4.94989,0.0
0,0,4.95376,0.0
0,0,4.95763,0.0
0,0,4.9615,0.0
0,0,4.96538,0.0
0,0,4.96925,0.0
0,0,4.97312,0.0
0,0,4.97699,0.0
0,0,4.98086,0.0
0,0,4.98473,0.0
0,0,4.98861,0.0
0,0,4.99248,0.0
0,0,4.99635,0.0
0,0,5.00022,0.0
0,0,5.00409,0.0
0,0,5.00796,0.0
0,0,5.01184,0.0
0,0,5.01571,0.0
0,0,5.01958,0.0
0,0,5.02345,0.0
0,0,5.02732,0.0
0,0,5.03119,0.0
0,0,5.03507,0.0
0,0,5.03894,0.0
0,0,5.04281,0.0
0,0,5.04668,0.0
0,0,5.05055,0.0
0,0,5.05442,0.0
0,0,5.0583,0.0
0,0,5.06217,0.0
0,0,5.06604,0.0
0,0,5.06991,0.0
0,0,5.07378,0.0
0,0,5.07765,0.0
0,0,5.08153,0.0
0,0,5.0854,0.0
0,0,5.08927,0.0
0,0,5.09314,0.0
0,0,5.09701,0.0
0,0,5.10088,0.0
0,0,5.10476,0.0
0,0,5.10863,0.0
0,0,5.1125,0.0
0,0,5.11637,0.0
0,0,5.12024,0.0
0,0,5.12412,0.0
0,0,5.12799,0.0
0,0,5.13186,0.0
0,0,5.13573,0.0
0,0,5.1396,0.0
0,0,5.14347,0.0
0,0,5.14735,0.0
0,0,5.15122,0.0
0,0,5.15509,0.0
0,0,5.15896,0.0
0,0,5.16283,0.0
0,0,5.1667,0.0
0,0,5.17058,0.0
0,0,5.17445,0.0
0,0,5.17832,0.0
0,0,5.18219,0.0
0,0,5.18606,0.0
0,0,5.18993,0.0
0,0,5.19381,0.0
0,0,5.19768,0.0
0,0,5.20155,0.0
0,0,5.20542,0.0
0,0,5.20929,0.0
0,0,5.21316,0.0
0,0,5.21704,0.0
0,0,5.22091,0.0
0,0,5.22478,0.0
0,0,5.22865,0.0
0,0,5.23252,0.0
0,0,5.23639,0.0
0,0,5.24027,0.0
0,0,5.24414,0.0
0,0,5.24801,0.0
0,0,5.25188,0.0
0,0,5.25575,0.0
0,0,5.25962,0.0
0,0,5.2635,0.0
0,0,5.26737,0.0
0,0,5.27124,0.0
0,0,5.27511,0.0
0,0,5.27898,0.0
0,0,5.28285,0.0
0,0,5.28673,0.0
0,0,5.2906,0.0
0,0,5.29447,0.0
0,0,5.29834,0.0
0,0,5.30221,0.0
0,0,5.30608,0.0
0,0,5.30996,0.0
0,0,5.31383,0.0
0,0,5.3177,0.0
0,0,5.32157,0.0
0,0,5.32544,0.0
0,0,5.32931,0.0
0,0,5.33319,0.0
0,0,5.33706,0.0
0,0,5.34093,0.0
0,0,5.3448,0.0
0,0,5.34867,0.0
0,0,5.35254,0.0
0,0,5.35642,0.0
0,0,5.36029,0.0
0,0,5.36416,0.0
0,0,5.36803,0.0
0,0,5.3719,0.0
0,0,5.37577,0.0
0,0,5.37965,0.0
0,0,5.38352,0.0
0,0,5.38739,0.0
0,0,5.39126,0.0
0,0,5.39513,0.0
0,0,5.399,0.0
0,0,5.40288,0.0
0,0,5.40675,0.0
0,0,5.41062,0.0
0,0,5.41449,0.0
0,0,5.41836,0.0
0,0,5.42223,0.0
0,0,5.42611,0.0
0,0,5.42998,0.0
0,0,5.43385,0.0
0,0,5.43772,0.0
0,0,5.44159,0.0
0,0,5.44546,0.0
0,0,5.44934,0.0
0,0,5.45321,0.0
0,0,5.45708,0.0
0,0,5.46095,0.0
0,0,5.46482,0.0
0,0,5.46869,0.0
0,0,5.47257,0.0
0,0,5.47644,0.0
0,0,5.48031,0.0
0,0,5.48418,0.0
0,0,5.48805,0.0
0,0,5.49192,0.0
0,0,5.4958,0.0
0,0,5.49967,0.0
0,0,5.50354,0.0
0,0,5.50741,0.0
0,0,5.51128,0.0
0,0,5.51515,0.0
0,0,5.51903,0.0
0,0,5.5229,0.0
0,0,5.52677,0.0
0,0,5.53064,0.0
0,0,5.53451,0.0
0,0,5.53838,0.0
0,0,5.54226,0.0
0,0,5.54613,0.0
0,0,5.55,0.0
0,8,2.05,0.0
0,8,2.05387,0.0
0,8,2.05774,0.0
0,8,2.06162,0.0
0,8,2.06549,0.0
0,8,2.06936,0.0
0,8,2.07323,0.0
0,8,2.0771,0.0
0,8,2.08097,0.0
0,8,2.08485,0.0
0,8,2.08872,0.0
0,8,2.09259,0.0
0,8,2.09646,0.0
0,8,2.10033,0.0
0,8,2.1042,0.0
0,8,2.10808,0.0
0,8,2.11195,0.0
0,8,2.11582,0.0
0,8,2.11969,0.0
0,8,2.12356,0.0
0,8,2.12743,0.0
0,8,2.13131,0.0
0,8,2.13518,0.0
0,8,2.13905,0.0
0,8,2.14292,0.0
0,8,2.14679,0.0
0,8,2.15066,0.0
0,8,2.15454,0.0
0,8,2.15841,0.0
0,8,2.16228,0.0
0,8,2.16615,0.0
0,8,2.17002,0.0
0,8,2.17389,0.0
0,8,2.17777,0.0
0,8,2.18164,0.0
0,8,2.18551,0.0
0,8,2.18938,0.0
0,8,2.19325,0.0
0,8,2.19712,0.0
0,8,2.201,0.0
0,8,2.20487,0.0
0,8,2.20874,0.0
0,8,2.21261,0.0
0,8,2.21648,0.0
0,8,2.22035,0.0
0,8,2.22423,0.0
0,8,2.2281,0.0
0,8,2.23197,0.0
0,8,2.23584,0.0
0,8,2.23971,0.0
0,8,2.24358,0.0
0,8,2.24746,0.0
0,8,2.25133,0.0
0,8,2.2552,0.0
0,8,2.25907,0.0
0,8,2.26294,0.0
0,8,2.26681,0.0
0,8,2.27069,0.0
0,8,2.27456,0.0
0,8,2.27843,0.0
0,8,2.2823,0.0
0,8,2.28617,0.0
0,8,2.29004,0.0
0,8,2.29392,0.0
0,8,2.29779,0.0
0,8,2.30166,0.0
0,8,2.30553,0.0
0,8,2.3094,0.0
0,8,2.31327,0.0
0,8,2.31715,0.0
0,8,2.32102,0.0
0,8,2.32489,0.0
0,8,2.32876,0.0
0,8,2.33263,0.0
0,8,2.3365,0.0
0,8,2.34038,0.0
0,8,2.34425,0.0
0,8,2.34812,0.0
0,8,2.35199,0.0
0,8,2.35586,0.0
0,8,2.35973,0.0
0,8,2.36361,0.0
0,8,2.36748,0.0
0,8,2.37135,0.0
0,8,2.37522,0.0
0,8,2.37909,0.0
0,8,2.38296,0.0
0,8,2.38684,0.0
0,8,2.39071,0.0
0,8,2.39458,0.0
0,8,2.39845,0.0
0,8,2.40232,0.0
0,8,2.40619,0.0
0,8,2.41007,0.0
0,8,2.41394,0.0
0,8,2.41781,0.0
0,8,2.42168,0.0
0,8,2.42555,0.0
0,8,2.42942,0.0
0,8,2.4333,0.0
0,8,2.43717,0.0
0,8,2.44104,0.0
0,8,2.44491,0.0
0,8,2.44878,0.0
0,8,2.45265,0.0
0,8,2.45653,0.0
0,8,2.4604,0.0
0,8,2.46427,0.0
0,8,2.46814,0.0
0,8,2.47201,0.0
0,8,2.47588,0.0
0,8,2.47976,0.0
0,8,2.48363,0.0
0,8,2.4875,0.0
0,8,2.49137,0.0
0,8,2.49524,0.0
0,8,2.49912,0.0
0,8,2.50299,0.0
0,8,2.50686,0.0
0,8,2.51073,0.0
0,8,2.5146,0.0
0,8,2.51847,0.0
0,8,2.52235,0.0
0,8,2.52622,0.0
0,8,2.53009,0.0
0,8,2.53396,0.0
0,8,2.53783,0.0
0,8,2.5417,0.0
0,8,2.54558,0.0
0,8,2.54945,0.0
0,8,2.55332,0.0
0,8,2.55719,0.0
0,8,2.56106,0.0
0,8,2.56493,0.0
0,8,2.56881,0.0
0,8,2.57268,0.0
0,8,2.57655,0.0
0,8,2.58042,0.0
0,8,2.58429,0.0
0,8,2.58816,0.0
0,8,2.59204,0.0
0,8,2.59591,0.0
0,8,2.59978,0.0
0,8,2.60365,0.0
0,8,2.60752,0.0
0,8,2.61139,0.0
0,8,2.61527,0.0
0,8,2.61914,0.0
0,8,2.62301,0.0
0,8,2.62688,0.0
